"model_name","seed","training_status","training_dataset","num_training_samples","generation_strategy","prompt_type","explanation_type","response_type","response_format","evaluation_dataset","label_accuracy","misclassification_rate","combined_accuracy","malformed_label","malformed_domain","total_predictions","correct_predictions","conditional_accuracy","wrong_predictions","correct_label_and_domain","Constitutional_Law_accuracy","Contracts_accuracy","Criminal_Law_accuracy","Evidence_accuracy","Real_Property_accuracy","Torts_accuracy","Civil_Procedure_accuracy","correct_domain_wrong_label","correct_label_wrong_domain","both_wrong"
"llama2","seed_989","trained","all_domains_125_samples",125,"greedy","few_shot","structured","answer_first","markdown","test_set_2",0.37,0.63,0.32,0,8,100,37,0.37,63,32,0.36,0.47,0.43,0.33,0.27,0.21,0.15,60,5,3
"llama3","seed_989","trained","all_domains_125_samples",125,"temp_06","few_shot","unstructured","fact_first","markdown","test_set_2",0.49,0.51,0.46,3,6,100,49,0.51,48,46,0.57,0.47,0.21,0.47,0.47,0.5,0.54,48,3,3
"llama2","seed_206","trained","all_domains_125_samples",125,"greedy","few_shot","structured","fact_first","markdown","test_set_2",0.3,0.7,0.28,0,6,100,30,0.3,70,28,0.43,0.47,0.21,0.33,0.27,0.14,0.08,66,2,4
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_06","few_shot","structured","fact_first","number_list","test_set_2",0.44,0.56,0.41,1,9,100,44,0.44,55,41,0.5,0.47,0.57,0.53,0.4,0.21,0.15,50,3,6
"llama3","seed_989","trained","all_domains_125_samples",125,"temp_06","few_shot","structured","fact_first","markdown","test_set_2",0.55,0.45,0.5,0,7,100,55,0.55,45,50,0.57,0.53,0.5,0.4,0.33,0.5,0.69,43,5,2
"llama2","seed_989","trained","all_domains_125_samples",125,"greedy","few_shot","unstructured","fact_first","markdown","test_set_2",0.29,0.71,0.26,2,6,100,29,0.3,69,26,0.29,0.33,0.36,0.33,0.27,0.07,0.15,68,3,3
"llama3","seed_989","trained","all_domains_125_samples",125,"greedy","zero_shot","structured","fact_first","markdown","test_set_2",0.57,0.43,0.52,0,6,100,57,0.57,43,52,0.64,0.6,0.57,0.33,0.33,0.71,0.46,42,5,1
"llama2","seed_206","trained","all_domains_125_samples",125,"temp_06","zero_shot","structured","fact_first","markdown","test_set_2",0.37,0.63,0.03,7,93,100,37,0.4,56,3,0,0.07,0.07,0,0,0,0.08,4,34,59
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_06","few_shot","structured","answer_first","number_list","test_set_2",0.34,0.66,0.31,0,6,100,34,0.34,66,31,0.43,0.33,0.5,0.2,0.2,0.29,0.23,63,3,3
"llama3","seed_989","trained","all_domains_125_samples",125,"temp_025","zero_shot","structured","fact_first","markdown","test_set_2",0.49,0.51,0.44,0,6,100,49,0.49,51,44,0.5,0.4,0.57,0.27,0.4,0.64,0.31,50,5,1
"llama2","seed_989","trained","all_domains_125_samples",125,"greedy","zero_shot","structured","fact_first","markdown","test_set_2",0.4,0.6,0.02,5,95,100,40,0.42,55,2,0,0,0,0.07,0.07,0,0,3,38,57
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_025","few_shot","structured","answer_first","markdown","test_set_2",0.36,0.64,0.31,0,9,100,36,0.36,64,31,0.36,0.4,0.43,0.4,0.2,0.21,0.15,60,5,4
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_025","few_shot","unstructured","fact_first","markdown","test_set_2",0.28,0.72,0.26,3,6,100,28,0.29,69,26,0.21,0.27,0.36,0.2,0.33,0.29,0.15,68,2,4
"llama2","seed_206","trained","all_domains_125_samples",125,"temp_025","few_shot","structured","fact_first","markdown","test_set_2",0.31,0.69,0.29,0,7,100,31,0.31,69,29,0.43,0.47,0.29,0.27,0.27,0.14,0.15,64,2,5
"llama3","seed_989","trained","all_domains_125_samples",125,"temp_06","zero_shot","structured","fact_first","markdown","test_set_2",0.55,0.45,0.51,0,5,100,55,0.55,45,51,0.57,0.47,0.5,0.53,0.4,0.57,0.54,44,4,1
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_025","zero_shot","structured","fact_first","markdown","test_set_2",0.43,0.57,0.02,3,94,100,43,0.44,54,2,0,0.07,0,0.07,0,0,0,4,41,53
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_06","few_shot","unstructured","fact_first","markdown","test_set_2",0.26,0.74,0.25,4,6,100,26,0.27,70,25,0.21,0.33,0.43,0.2,0.13,0.21,0.23,69,1,5
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_06","few_shot","structured","answer_first","markdown","test_set_2",0.35,0.65,0.3,0,9,100,35,0.35,65,30,0.29,0.4,0.43,0.4,0.2,0.21,0.15,61,5,4
"llama2","seed_206","trained","all_domains_125_samples",125,"temp_06","few_shot","structured","fact_first","markdown","test_set_2",0.27,0.73,0.25,0,7,100,27,0.27,73,25,0.21,0.4,0.21,0.27,0.27,0.14,0.23,68,2,5
"llama2","seed_206","trained","all_domains_125_samples",125,"greedy","zero_shot","unstructured","fact_first","markdown","test_set_1",0.31,0.69,0.1,9,57,99,31,0.34,60,10,0.07,0.21,0.08,0.13,0.14,0,0.06,32,21,36
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_06","zero_shot","structured","fact_first","markdown","test_set_2",0.36,0.64,0.02,5,92,100,36,0.38,59,2,0,0,0,0.07,0.07,0,0,6,34,58
"llama3","seed_206","trained","all_domains_125_samples",125,"greedy","zero_shot","unstructured","fact_first","markdown","test_set_1",0.42,0.58,0.4,0,4,99,42,0.42,58,40,0.36,0.21,0.62,0.47,0.43,0.62,0.19,55,2,2
"llama2","seed_206","trained","all_domains_125_samples",125,"temp_025","zero_shot","unstructured","fact_first","markdown","test_set_1",0.29,0.71,0.09,8,61,99,29,0.32,63,9,0,0.29,0.15,0.07,0.14,0,0,29,20,41
"llama2","seed_989","trained","all_domains_125_samples",125,"greedy","few_shot","structured","fact_first","markdown","test_set_2",0.3,0.7,0.28,0,6,100,30,0.3,70,28,0.43,0.47,0.21,0.33,0.27,0.14,0.08,66,2,4
"llama3","seed_206","trained","all_domains_125_samples",125,"temp_025","zero_shot","unstructured","fact_first","markdown","test_set_1",0.41,0.59,0.4,1,4,99,41,0.41,58,40,0.43,0.21,0.54,0.53,0.43,0.62,0.13,55,1,3
"llama2","seed_206","trained","all_domains_125_samples",125,"temp_06","zero_shot","unstructured","fact_first","markdown","test_set_1",0.35,0.65,0.13,6,55,99,35,0.37,59,13,0.07,0.14,0.15,0.2,0.21,0,0.13,31,22,33
"llama3","seed_206","trained","all_domains_125_samples",125,"temp_06","zero_shot","unstructured","fact_first","markdown","test_set_1",0.37,0.63,0.35,5,5,99,37,0.39,58,35,0.43,0.14,0.38,0.4,0.43,0.54,0.19,59,2,3
"llama2","seed_989","trained","all_domains_125_samples",125,"greedy","zero_shot","unstructured","fact_first","markdown","test_set_1",0.31,0.69,0.1,9,57,99,31,0.34,60,10,0.07,0.21,0.08,0.13,0.14,0,0.06,32,21,36
"llama3","seed_989","trained","all_domains_125_samples",125,"greedy","zero_shot","unstructured","fact_first","markdown","test_set_1",0.42,0.58,0.4,0,4,99,42,0.42,58,40,0.36,0.21,0.62,0.47,0.43,0.62,0.19,55,2,2
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_025","few_shot","structured","fact_first","markdown","test_set_2",0.27,0.73,0.25,0,7,100,27,0.27,73,25,0.29,0.4,0.21,0.27,0.2,0.21,0.15,68,2,5
"llama3","seed_989","trained","all_domains_125_samples",125,"temp_025","zero_shot","unstructured","fact_first","markdown","test_set_1",0.4,0.6,0.39,2,4,99,40,0.41,58,39,0.43,0.21,0.46,0.6,0.43,0.54,0.13,56,1,3
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_025","zero_shot","unstructured","fact_first","markdown","test_set_1",0.32,0.68,0.1,11,62,99,32,0.36,57,10,0.07,0.21,0.15,0.07,0.07,0,0.13,27,22,40
"llama3","seed_989","trained","all_domains_125_samples",125,"temp_06","zero_shot","unstructured","fact_first","markdown","test_set_1",0.39,0.61,0.37,4,5,99,39,0.41,57,37,0.5,0.21,0.31,0.47,0.43,0.54,0.19,57,2,3
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_06","few_shot","structured","fact_first","markdown","test_set_2",0.28,0.72,0.25,1,8,100,28,0.28,71,25,0.29,0.27,0.29,0.2,0.27,0.36,0.08,67,3,5
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_06","zero_shot","unstructured","fact_first","markdown","test_set_1",0.33,0.67,0.12,9,59,99,33,0.36,58,12,0.14,0.21,0.08,0.07,0.21,0,0.13,28,21,38
"llama3","seed_206","trained","all_domains_125_samples",125,"greedy","zero_shot","unstructured","fact_first","markdown","test_set_2",0.45,0.55,0.43,2,5,100,45,0.46,53,43,0.43,0.53,0.36,0.27,0.4,0.57,0.46,52,2,3
"llama2","seed_206","trained","all_domains_125_samples",125,"greedy","zero_shot","unstructured","fact_first","markdown","test_set_2",0.31,0.69,0.1,6,56,100,31,0.33,63,10,0.14,0.07,0.07,0.07,0.2,0.14,0,34,21,35
"llama3","seed_206","trained","all_domains_125_samples",125,"temp_025","zero_shot","unstructured","fact_first","markdown","test_set_2",0.44,0.56,0.43,1,5,100,44,0.44,55,43,0.5,0.4,0.43,0.33,0.4,0.57,0.38,52,1,4
"llama3","seed_206","trained","all_domains_125_samples",125,"temp_06","zero_shot","unstructured","fact_first","markdown","test_set_2",0.47,0.53,0.45,2,5,100,47,0.48,51,45,0.43,0.4,0.36,0.47,0.53,0.5,0.46,50,2,3
"llama2","seed_206","trained","all_domains_125_samples",125,"temp_025","zero_shot","unstructured","fact_first","markdown","test_set_2",0.31,0.69,0.11,4,57,100,31,0.32,65,11,0.07,0.07,0.07,0.13,0.2,0.21,0,32,20,37
"llama3","seed_989","trained","all_domains_125_samples",125,"greedy","zero_shot","unstructured","fact_first","markdown","test_set_2",0.45,0.55,0.43,2,5,100,45,0.46,53,43,0.43,0.53,0.36,0.27,0.4,0.57,0.46,52,2,3
"llama2","seed_206","trained","all_domains_125_samples",125,"temp_06","zero_shot","unstructured","fact_first","markdown","test_set_2",0.29,0.71,0.1,6,59,100,29,0.31,65,10,0.14,0.13,0.14,0,0.13,0.14,0,31,19,40
"llama3","seed_989","trained","all_domains_125_samples",125,"temp_025","zero_shot","unstructured","fact_first","markdown","test_set_2",0.49,0.51,0.46,0,5,100,49,0.49,51,46,0.5,0.4,0.43,0.27,0.47,0.64,0.54,49,3,2
"llama2","seed_989","trained","all_domains_125_samples",125,"greedy","zero_shot","unstructured","fact_first","markdown","test_set_2",0.31,0.69,0.1,6,56,100,31,0.33,63,10,0.14,0.07,0.07,0.07,0.2,0.14,0,34,21,35
"llama3","seed_989","trained","all_domains_125_samples",125,"temp_06","zero_shot","unstructured","fact_first","markdown","test_set_2",0.5,0.5,0.48,2,5,100,50,0.51,48,48,0.43,0.33,0.5,0.53,0.47,0.5,0.62,47,2,3
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_025","zero_shot","unstructured","fact_first","markdown","test_set_2",0.28,0.72,0.08,11,55,100,28,0.31,61,8,0.14,0.13,0.07,0.07,0.07,0.07,0,37,20,35
"llama2","seed_989","trained","all_domains_125_samples",125,"temp_06","zero_shot","unstructured","fact_first","markdown","test_set_2",0.25,0.75,0.05,4,59,100,25,0.26,71,5,0.07,0.07,0,0.07,0,0.14,0,36,20,39
"llama2","seed_206","trained","all_domains_all_samples",225,"greedy","zero_shot","unstructured","answer_first","number_list","test_set_1",0.45,0.55,0.45,0,3,99,45,0.45,55,45,0.5,0.5,0.46,0.53,0.5,0.46,0.25,51,0,3
"llama3","seed_206","trained","all_domains_all_samples",225,"greedy","zero_shot","unstructured","answer_first","number_list","test_set_1",0.54,0.46,0.53,0,4,99,53,0.53,47,52,0.57,0.29,0.85,0.53,0.5,0.46,0.5,43,1,3
"llama3","seed_206","trained","all_domains_all_samples",225,"temp_025","zero_shot","unstructured","answer_first","number_list","test_set_1",0.53,0.47,0.52,0,4,99,52,0.52,48,51,0.57,0.29,0.77,0.53,0.57,0.38,0.5,44,1,3
"llama3","seed_206","trained","all_domains_all_samples",225,"greedy","zero_shot","structured","answer_first","number_list","test_set_1",0.52,0.48,0.49,0,3,99,51,0.51,49,49,0.64,0.36,0.54,0.6,0.57,0.31,0.44,47,2,1
"llama2","seed_206","trained","all_domains_all_samples",225,"temp_025","zero_shot","unstructured","answer_first","number_list","test_set_1",0.43,0.57,0.41,1,6,99,43,0.43,56,41,0.36,0.5,0.46,0.47,0.5,0.38,0.25,52,2,4
"llama3","seed_206","trained","all_domains_all_samples",225,"temp_06","zero_shot","unstructured","answer_first","number_list","test_set_1",0.53,0.47,0.51,0,5,99,52,0.52,48,50,0.57,0.36,0.77,0.47,0.57,0.38,0.44,44,2,3
"llama3","seed_206","trained","all_domains_all_samples",225,"temp_025","zero_shot","structured","answer_first","number_list","test_set_1",0.54,0.46,0.52,0,3,99,53,0.53,47,51,0.64,0.36,0.54,0.6,0.57,0.46,0.44,45,2,1
"llama3","seed_989","trained","all_domains_all_samples",225,"greedy","zero_shot","unstructured","answer_first","number_list","test_set_1",0.54,0.46,0.53,0,4,99,53,0.53,47,52,0.57,0.29,0.85,0.53,0.5,0.46,0.5,43,1,3
"llama2","seed_206","trained","all_domains_all_samples",225,"greedy","zero_shot","structured","answer_first","number_list","test_set_1",0.38,0.62,0.37,0,8,99,38,0.38,62,37,0.29,0.29,0.38,0.27,0.57,0.62,0.25,54,1,7
"llama2","seed_206","trained","all_domains_all_samples",225,"temp_06","zero_shot","unstructured","answer_first","number_list","test_set_1",0.42,0.58,0.4,2,6,99,42,0.43,56,40,0.43,0.43,0.38,0.47,0.5,0.38,0.25,53,2,4
"llama2","seed_206","trained","all_domains_all_samples",225,"greedy","few_shot","structured","answer_first","number_list","test_set_1",0.43,0.57,0.4,0,9,99,43,0.43,57,40,0.29,0.43,0.38,0.27,0.5,0.54,0.44,50,3,6
"llama3","seed_206","trained","all_domains_all_samples",225,"temp_06","zero_shot","structured","answer_first","number_list","test_set_1",0.49,0.51,0.47,0,3,99,49,0.49,51,47,0.64,0.36,0.54,0.6,0.57,0.23,0.38,49,2,1
"llama3","seed_989","trained","all_domains_all_samples",225,"temp_025","zero_shot","unstructured","answer_first","number_list","test_set_1",0.53,0.47,0.52,0,4,99,52,0.52,48,51,0.57,0.29,0.77,0.53,0.57,0.38,0.5,44,1,3
"llama2","seed_989","trained","all_domains_all_samples",225,"greedy","zero_shot","unstructured","answer_first","number_list","test_set_1",0.45,0.55,0.45,0,3,99,45,0.45,55,45,0.5,0.5,0.46,0.53,0.5,0.46,0.25,51,0,3
"llama2","seed_206","trained","all_domains_all_samples",225,"temp_025","zero_shot","structured","answer_first","number_list","test_set_1",0.37,0.63,0.36,0,8,99,37,0.37,63,36,0.29,0.29,0.38,0.27,0.5,0.62,0.25,55,1,7
"llama3","seed_989","trained","all_domains_all_samples",225,"greedy","zero_shot","structured","answer_first","number_list","test_set_1",0.52,0.48,0.49,0,3,99,51,0.51,49,49,0.64,0.36,0.54,0.6,0.57,0.31,0.44,47,2,1
"llama3","seed_989","trained","all_domains_all_samples",225,"temp_06","zero_shot","unstructured","answer_first","number_list","test_set_1",0.53,0.47,0.52,0,4,99,52,0.52,48,51,0.57,0.29,0.77,0.53,0.5,0.46,0.5,44,1,3
"llama2","seed_206","trained","all_domains_all_samples",225,"temp_06","zero_shot","structured","answer_first","number_list","test_set_1",0.39,0.61,0.38,0,7,99,39,0.39,61,38,0.29,0.29,0.46,0.33,0.5,0.62,0.25,54,1,6
"llama3","seed_206","trained","all_domains_all_samples",225,"greedy","zero_shot","unstructured","answer_first","number_list","test_set_2",0.52,0.48,0.51,0,3,100,52,0.52,48,51,0.36,0.33,0.57,0.53,0.6,0.57,0.62,46,1,2
"llama2","seed_989","trained","all_domains_all_samples",225,"temp_025","zero_shot","unstructured","answer_first","number_list","test_set_1",0.41,0.59,0.39,1,6,99,41,0.41,58,39,0.29,0.5,0.46,0.53,0.5,0.31,0.19,54,2,4
"llama3","seed_206","trained","all_domains_all_samples",225,"greedy","few_shot","structured","answer_first","number_list","test_set_1",0.52,0.48,0.49,0,3,99,51,0.51,49,49,0.5,0.43,0.54,0.67,0.5,0.38,0.44,47,2,1
"llama2","seed_206","trained","all_domains_all_samples",225,"temp_025","few_shot","structured","answer_first","number_list","test_set_1",0.42,0.58,0.39,0,9,99,42,0.42,58,39,0.21,0.43,0.38,0.27,0.5,0.54,0.44,51,3,6
"llama3","seed_989","trained","all_domains_all_samples",225,"temp_025","zero_shot","structured","answer_first","number_list","test_set_1",0.53,0.47,0.51,0,3,99,52,0.52,48,50,0.64,0.36,0.54,0.6,0.57,0.38,0.44,46,2,1
"llama3","seed_206","trained","all_domains_all_samples",225,"temp_025","zero_shot","unstructured","answer_first","number_list","test_set_2",0.54,0.46,0.53,0,3,100,54,0.54,46,53,0.43,0.33,0.64,0.6,0.6,0.57,0.54,44,1,2
"llama2","seed_989","trained","all_domains_all_samples",225,"greedy","zero_shot","structured","answer_first","number_list","test_set_1",0.38,0.62,0.37,0,8,99,38,0.38,62,37,0.29,0.29,0.38,0.27,0.57,0.62,0.25,54,1,7
"llama3","seed_989","trained","all_domains_all_samples",225,"temp_06","zero_shot","structured","answer_first","number_list","test_set_1",0.54,0.46,0.52,0,3,99,53,0.53,47,51,0.64,0.36,0.54,0.6,0.64,0.38,0.44,45,2,1
"llama3","seed_206","trained","all_domains_all_samples",225,"temp_025","few_shot","structured","answer_first","number_list","test_set_1",0.53,0.47,0.51,0,3,99,52,0.52,48,50,0.5,0.5,0.54,0.67,0.5,0.38,0.44,46,2,1
"llama2","seed_989","trained","all_domains_all_samples",225,"temp_06","zero_shot","unstructured","answer_first","number_list","test_set_1",0.45,0.55,0.43,4,10,99,45,0.47,51,43,0.36,0.43,0.54,0.6,0.5,0.38,0.25,46,2,8
"llama3","seed_206","trained","all_domains_all_samples",225,"temp_06","zero_shot","unstructured","answer_first","number_list","test_set_2",0.52,0.48,0.51,0,3,100,52,0.52,48,51,0.36,0.33,0.57,0.6,0.6,0.57,0.54,46,1,2
"llama3","seed_206","trained","all_domains_all_samples",225,"greedy","zero_shot","structured","answer_first","number_list","test_set_2",0.58,0.42,0.56,0,5,100,58,0.58,42,56,0.36,0.47,0.86,0.47,0.47,0.79,0.54,39,2,3
"llama3","seed_206","trained","all_domains_all_samples",225,"temp_06","few_shot","structured","answer_first","number_list","test_set_1",0.53,0.47,0.51,0,3,99,52,0.52,48,50,0.5,0.5,0.62,0.67,0.43,0.38,0.44,46,2,1
"llama2","seed_989","trained","all_domains_all_samples",225,"temp_025","zero_shot","structured","answer_first","number_list","test_set_1",0.38,0.62,0.37,0,7,99,38,0.38,62,37,0.29,0.29,0.38,0.27,0.57,0.62,0.25,55,1,6
"llama2","seed_206","trained","all_domains_all_samples",225,"temp_06","few_shot","structured","answer_first","number_list","test_set_1",0.4,0.6,0.37,0,9,99,40,0.4,60,37,0.14,0.43,0.38,0.27,0.5,0.46,0.44,53,3,6
"llama2","seed_206","trained","all_domains_all_samples",225,"greedy","zero_shot","structured","fact_first","number_list","test_set_1",0.37,0.63,0.36,0,6,99,37,0.37,63,36,0.36,0.29,0.31,0.47,0.36,0.46,0.31,57,1,5
"llama2","seed_206","trained","all_domains_all_samples",225,"greedy","zero_shot","unstructured","answer_first","number_list","test_set_2",0.47,0.53,0.44,0,6,100,47,0.47,53,44,0.36,0.47,0.5,0.33,0.47,0.57,0.38,50,3,3
"llama3","seed_989","trained","all_domains_all_samples",225,"greedy","zero_shot","unstructured","answer_first","number_list","test_set_2",0.52,0.48,0.51,0,3,100,52,0.52,48,51,0.36,0.33,0.57,0.53,0.6,0.57,0.62,46,1,2
"llama3","seed_206","trained","all_domains_all_samples",225,"temp_025","zero_shot","structured","answer_first","number_list","test_set_2",0.57,0.43,0.55,0,5,100,57,0.57,43,55,0.36,0.47,0.79,0.47,0.47,0.79,0.54,40,2,3
"llama3","seed_989","trained","all_domains_all_samples",225,"greedy","few_shot","structured","answer_first","number_list","test_set_1",0.52,0.48,0.49,0,3,99,51,0.51,49,49,0.5,0.43,0.54,0.67,0.5,0.38,0.44,47,2,1
"llama2","seed_989","trained","all_domains_all_samples",225,"temp_06","zero_shot","structured","answer_first","number_list","test_set_1",0.41,0.59,0.4,0,7,99,41,0.41,59,40,0.29,0.36,0.46,0.27,0.57,0.62,0.31,52,1,6
"llama2","seed_206","trained","all_domains_all_samples",225,"temp_025","zero_shot","structured","fact_first","number_list","test_set_1",0.44,0.56,0.43,0,6,99,44,0.44,56,43,0.5,0.43,0.38,0.4,0.5,0.54,0.31,50,1,5
"llama3","seed_989","trained","all_domains_all_samples",225,"temp_025","zero_shot","unstructured","answer_first","number_list","test_set_2",0.54,0.46,0.53,0,3,100,54,0.54,46,53,0.43,0.33,0.57,0.6,0.6,0.57,0.62,44,1,2
"llama3","seed_206","trained","all_domains_all_samples",225,"greedy","zero_shot","unstructured","fact_first","number_list","test_set_1",0.52,0.48,0.52,1,2,99,51,0.52,48,51,0.57,0.29,0.85,0.53,0.57,0.54,0.31,46,0,2
"llama2","seed_206","trained","all_domains_all_samples",225,"greedy","few_shot","unstructured","answer_first","number_list","test_set_1",0.45,0.55,0.42,0,5,99,45,0.45,55,42,0.71,0.5,0.54,0.2,0.36,0.38,0.31,52,3,2
"llama2","seed_206","trained","all_domains_all_samples",225,"temp_025","zero_shot","unstructured","answer_first","number_list","test_set_2",0.47,0.53,0.44,0,6,100,47,0.47,53,44,0.36,0.47,0.5,0.33,0.53,0.5,0.38,50,3,3
"llama3","seed_206","trained","all_domains_all_samples",225,"temp_06","zero_shot","structured","answer_first","number_list","test_set_2",0.58,0.42,0.56,0,5,100,58,0.58,42,56,0.36,0.47,0.86,0.47,0.47,0.79,0.54,39,2,3
"llama3","seed_989","trained","all_domains_all_samples",225,"temp_025","few_shot","structured","answer_first","number_list","test_set_1",0.51,0.49,0.48,0,3,99,50,0.5,50,48,0.5,0.43,0.54,0.67,0.5,0.38,0.38,48,2,1
"llama2","seed_989","trained","all_domains_all_samples",225,"greedy","few_shot","structured","answer_first","number_list","test_set_1",0.43,0.57,0.4,0,9,99,43,0.43,57,40,0.29,0.43,0.38,0.27,0.5,0.54,0.44,50,3,6
"llama2","seed_206","trained","all_domains_all_samples",225,"greedy","zero_shot","structured","answer_first","number_list","test_set_2",0.44,0.56,0.41,0,6,100,44,0.44,56,41,0.5,0.33,0.64,0.4,0.33,0.36,0.31,53,3,3
"llama3","seed_206","trained","all_domains_all_samples",225,"greedy","few_shot","unstructured","answer_first","number_list","test_set_1",0.47,0.53,0.45,0,4,99,47,0.47,53,45,0.57,0.29,0.54,0.53,0.5,0.31,0.44,50,2,2
